system:index,centroid_lat,centroid_lon,ndvi,year,.geo
2_144,-28.24350001038616,-53.97950000000964,7824.165442976016,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.984,-28.248],[-53.975,-28.248],[-53.975,-28.239],[-53.983999999999995,-28.239],[-53.984,-28.248]]]}"
2_145,-28.49550001016665,-53.970499999989286,7516.091903362717,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.5],[-53.966,-28.5],[-53.966,-28.490999999999996],[-53.975,-28.490999999999996],[-53.975,-28.5]]]}"
2_146,-28.486500010105523,-53.970499999985364,7883.462904015671,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.490999999999996],[-53.966,-28.490999999999996],[-53.966,-28.482000000000003],[-53.975,-28.482000000000003],[-53.975,-28.490999999999996]]]}"
2_147,-28.47750001016335,-53.97049999998314,7798.869123408424,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.482000000000003],[-53.966,-28.482000000000003],[-53.965999999999994,-28.472999999999995],[-53.97500000000001,-28.472999999999995],[-53.975,-28.482000000000003]]]}"
2_148,-28.468500010135713,-53.97049999998944,7677.608390466863,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.97500000000001,-28.472999999999995],[-53.965999999999994,-28.472999999999995],[-53.966,-28.464000000000002],[-53.975,-28.464000000000002],[-53.97500000000001,-28.472999999999995]]]}"
2_149,-28.45950001018855,-53.970499999992356,7394.119449885732,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.464000000000002],[-53.966,-28.464000000000002],[-53.966,-28.455],[-53.975,-28.455],[-53.975,-28.464000000000002]]]}"
2_150,-28.45050001018337,-53.97049999999699,7637.12553052563,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.455],[-53.966,-28.455],[-53.965999999999994,-28.445999999999998],[-53.975,-28.445999999999998],[-53.975,-28.455]]]}"
2_151,-28.44150001024544,-53.97049999998301,7614.955925563175,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.445999999999998],[-53.965999999999994,-28.445999999999998],[-53.966,-28.437],[-53.975,-28.436999999999994],[-53.975,-28.445999999999998]]]}"
2_152,-28.43250001016487,-53.97049999998429,7325.590352595494,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.436999999999994],[-53.966,-28.437],[-53.965999999999994,-28.428],[-53.975,-28.428],[-53.975,-28.436999999999994]]]}"
2_153,-28.423500010192633,-53.97050000000249,7407.407076395691,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.428],[-53.965999999999994,-28.428],[-53.966,-28.419000000000004],[-53.975,-28.419000000000004],[-53.975,-28.428]]]}"
2_154,-28.414500010233674,-53.97049999999363,7516.453721841333,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.419000000000004],[-53.966,-28.419000000000004],[-53.966,-28.41],[-53.97500000000001,-28.41],[-53.975,-28.419000000000004]]]}"
2_155,-28.40550001023797,-53.97049999997291,7267.163361083907,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.97500000000001,-28.41],[-53.966,-28.41],[-53.966,-28.401000000000003],[-53.975,-28.401000000000003],[-53.97500000000001,-28.41]]]}"
2_156,-28.396500010220382,-53.97049999997925,7383.547543258243,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.401000000000003],[-53.966,-28.401000000000003],[-53.966,-28.392],[-53.975,-28.391999999999996],[-53.975,-28.401000000000003]]]}"
2_157,-28.387500010248225,-53.970499999995745,7191.7262895853755,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.391999999999996],[-53.966,-28.392],[-53.966,-28.383],[-53.975,-28.382999999999996],[-53.975,-28.391999999999996]]]}"
2_158,-28.378500010276632,-53.97050000000546,7699.711598106432,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.382999999999996],[-53.966,-28.383],[-53.965999999999994,-28.374],[-53.975,-28.374],[-53.975,-28.382999999999996]]]}"
2_159,-28.369500010254832,-53.9705000000016,7639.088239949348,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.374],[-53.965999999999994,-28.374],[-53.966,-28.365],[-53.975,-28.36499999999999],[-53.975,-28.374]]]}"
2_160,-28.36050001026682,-53.970499999999426,7616.882228203246,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.36499999999999],[-53.966,-28.365],[-53.966,-28.355999999999995],[-53.975,-28.355999999999995],[-53.975,-28.36499999999999]]]}"
2_161,-28.351500010296053,-53.970499999995525,7652.343691379168,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.356],[-53.966,-28.356],[-53.965999999999994,-28.347],[-53.975,-28.347],[-53.975,-28.356]]]}"
2_162,-28.342500010287434,-53.970499999988206,7735.857434140772,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.347],[-53.965999999999994,-28.347],[-53.966,-28.338],[-53.975,-28.338],[-53.975,-28.347]]]}"
2_163,-28.333500010265986,-53.97049999999269,7486.649009053095,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.338],[-53.966,-28.338],[-53.966,-28.329000000000004],[-53.975,-28.329],[-53.975,-28.338]]]}"
2_164,-28.324500010300884,-53.970500000005586,6959.065329092245,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.329],[-53.966,-28.329000000000004],[-53.966,-28.32],[-53.975,-28.32],[-53.975,-28.329]]]}"
2_165,-28.315500010323007,-53.97050000001505,7428.298262784438,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.32],[-53.966,-28.32],[-53.966,-28.311000000000003],[-53.975,-28.311000000000003],[-53.975,-28.32]]]}"
2_166,-28.30650001038248,-53.97050000000925,7405.349685996249,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.311000000000003],[-53.966,-28.311000000000003],[-53.966,-28.302],[-53.975,-28.302],[-53.975,-28.311000000000003]]]}"
2_167,-28.297500010297142,-53.970500000003376,7566.983973574749,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.302],[-53.966,-28.302],[-53.965999999999994,-28.293],[-53.975,-28.293],[-53.975,-28.302]]]}"
2_168,-28.28850001035903,-53.97050000000422,7758.242231465624,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.293],[-53.965999999999994,-28.293],[-53.966,-28.284],[-53.975,-28.284],[-53.975,-28.293]]]}"
2_169,-28.279500010327613,-53.970499999994864,8010.520226735175,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.284],[-53.966,-28.284],[-53.965999999999994,-28.275],[-53.97500000000001,-28.275],[-53.975,-28.284]]]}"
2_170,-28.270500010323087,-53.97049999999558,7227.249245575403,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.97500000000001,-28.275],[-53.965999999999994,-28.275],[-53.966,-28.266],[-53.975,-28.266],[-53.97500000000001,-28.275]]]}"
2_171,-28.261500010414316,-53.97049999999452,7336.251243781096,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.266],[-53.966,-28.266],[-53.966,-28.257],[-53.975,-28.256999999999998],[-53.975,-28.266]]]}"
2_172,-28.2525000103821,-53.97049999999339,7536.425495473452,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.257000000000005],[-53.966,-28.257000000000005],[-53.965999999999994,-28.248],[-53.975,-28.248],[-53.975,-28.257000000000005]]]}"
2_173,-28.243500010378714,-53.97050000000232,7473.1681347361555,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.975,-28.248],[-53.965999999999994,-28.248],[-53.966,-28.239],[-53.975,-28.239],[-53.975,-28.248]]]}"
2_174,-28.495500010170808,-53.961499999968744,7422.331456548347,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.5],[-53.957,-28.5],[-53.95700000000001,-28.490999999999996],[-53.966,-28.490999999999996],[-53.966,-28.5]]]}"
2_175,-28.48650001010636,-53.96149999997917,7623.164259485924,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.490999999999996],[-53.95700000000001,-28.490999999999996],[-53.957,-28.482000000000003],[-53.966,-28.482000000000003],[-53.966,-28.490999999999996]]]}"
2_176,-28.47750001017657,-53.96149999999958,7532.242064463484,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.482000000000003],[-53.957,-28.482000000000003],[-53.957,-28.472999999999995],[-53.965999999999994,-28.472999999999995],[-53.966,-28.482000000000003]]]}"
2_177,-28.468500010127283,-53.961499999999496,7730.883720930234,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.472999999999995],[-53.957,-28.472999999999995],[-53.957,-28.464000000000002],[-53.966,-28.464000000000002],[-53.965999999999994,-28.472999999999995]]]}"
2_178,-28.459500010199015,-53.96149999999922,7672.373602611181,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.464000000000002],[-53.957,-28.464000000000002],[-53.957,-28.455],[-53.966,-28.455],[-53.966,-28.464000000000002]]]}"
2_179,-28.450500010166927,-53.961499999986856,7527.674337005302,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.455],[-53.957,-28.455],[-53.957,-28.445999999999998],[-53.965999999999994,-28.445999999999998],[-53.966,-28.455]]]}"
2_180,-28.441500010243946,-53.961499999977626,7760.7100367197045,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.445999999999998],[-53.957,-28.446000000000005],[-53.957,-28.437],[-53.966,-28.437],[-53.965999999999994,-28.445999999999998]]]}"
2_181,-28.432500010167857,-53.961499999978294,7481.871317829456,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.437],[-53.957,-28.437],[-53.957,-28.428],[-53.965999999999994,-28.428],[-53.966,-28.437]]]}"
2_182,-28.42350001020925,-53.961499999985435,7785.709057527541,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.428],[-53.957,-28.428],[-53.957,-28.419000000000004],[-53.966,-28.419000000000004],[-53.965999999999994,-28.428]]]}"
2_183,-28.41450001021154,-53.96149999998719,7473.3458180334555,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.419000000000004],[-53.957,-28.419000000000004],[-53.957,-28.410000000000004],[-53.966,-28.41],[-53.966,-28.419000000000004]]]}"
2_184,-28.405500010246474,-53.96149999999028,7928.228804569561,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.41],[-53.957,-28.410000000000004],[-53.957,-28.401000000000003],[-53.966,-28.401000000000003],[-53.966,-28.41]]]}"
2_185,-28.396500010232018,-53.96150000000993,7732.679151366789,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.401000000000003],[-53.957,-28.401000000000003],[-53.957,-28.392],[-53.966,-28.392],[-53.966,-28.401000000000003]]]}"
2_186,-28.387500010243315,-53.96150000000212,7581.444104447165,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.392],[-53.957,-28.392],[-53.95700000000001,-28.383],[-53.966,-28.383],[-53.966,-28.392]]]}"
2_187,-28.378500010287926,-53.961500000000655,7755.2046919624645,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.383],[-53.95700000000001,-28.383],[-53.957,-28.374],[-53.965999999999994,-28.374],[-53.966,-28.383]]]}"
2_188,-28.3695000102417,-53.96150000000216,7843.214585311805,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.374],[-53.957,-28.374],[-53.957,-28.36499999999999],[-53.966,-28.365],[-53.965999999999994,-28.374]]]}"
2_189,-28.360500010262026,-53.9614999999812,7982.086718877466,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.365],[-53.957,-28.36499999999999],[-53.957,-28.356],[-53.966,-28.355999999999995],[-53.966,-28.365]]]}"
2_190,-28.35150001029433,-53.96149999997668,7767.070035894925,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.356],[-53.957,-28.356],[-53.957,-28.347],[-53.965999999999994,-28.347],[-53.966,-28.356]]]}"
2_191,-28.34250001029007,-53.96149999998519,7631.795888399412,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.347],[-53.957,-28.347],[-53.95700000000001,-28.338],[-53.966,-28.338],[-53.965999999999994,-28.347]]]}"
2_192,-28.333500010274317,-53.961499999994864,7781.550212106381,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.338],[-53.95700000000001,-28.338],[-53.957,-28.329000000000004],[-53.966,-28.329000000000004],[-53.966,-28.338]]]}"
2_193,-28.324500010301755,-53.96149999999384,7235.646108663729,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.329000000000004],[-53.957,-28.329000000000004],[-53.95700000000001,-28.32],[-53.966,-28.32],[-53.966,-28.329000000000004]]]}"
2_194,-28.315500010317752,-53.961499999978706,7302.9765051395,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.32],[-53.95700000000001,-28.32],[-53.957,-28.311000000000003],[-53.966,-28.311000000000003],[-53.966,-28.32]]]}"
2_195,-28.30650001039072,-53.96149999998835,7704.671479849893,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.311000000000003],[-53.957,-28.311000000000003],[-53.957,-28.301999999999992],[-53.966,-28.302],[-53.966,-28.311000000000003]]]}"
2_196,-28.297500010291348,-53.96149999999737,7534.001753956601,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.302],[-53.957,-28.301999999999992],[-53.957,-28.293],[-53.965999999999994,-28.293],[-53.966,-28.302]]]}"
2_197,-28.28850001035493,-53.96149999998377,7784.163648229726,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.293],[-53.957,-28.293],[-53.957,-28.284],[-53.966,-28.284],[-53.965999999999994,-28.293]]]}"
2_198,-28.2795000103265,-53.9614999999864,7964.243922336434,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.284],[-53.957,-28.284],[-53.957,-28.275],[-53.965999999999994,-28.275],[-53.966,-28.284]]]}"
2_199,-28.270500010326263,-53.961499999988355,7641.535079131997,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.275],[-53.957,-28.275],[-53.957,-28.266],[-53.966,-28.266],[-53.965999999999994,-28.275]]]}"
2_200,-28.261500010416526,-53.96149999999635,7807.0861070321425,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.266],[-53.957,-28.266],[-53.957,-28.257],[-53.966,-28.257],[-53.966,-28.266]]]}"
2_201,-28.252500010387276,-53.96149999997994,7792.229645945504,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.966,-28.257000000000005],[-53.95700000000001,-28.257000000000005],[-53.957,-28.248],[-53.965999999999994,-28.248],[-53.966,-28.257000000000005]]]}"
2_202,-28.243500010385503,-53.961499999986444,7818.185429923316,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.965999999999994,-28.248],[-53.957,-28.248],[-53.957,-28.239],[-53.966,-28.239],[-53.965999999999994,-28.248]]]}"
2_203,-28.495500010161898,-53.95250000001924,7384.590679072805,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.5],[-53.948,-28.5],[-53.94799999999999,-28.490999999999996],[-53.95700000000001,-28.490999999999996],[-53.957,-28.5]]]}"
2_204,-28.486500010114945,-53.95250000000842,7728.722453476983,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.95700000000001,-28.490999999999996],[-53.94799999999999,-28.490999999999996],[-53.948,-28.482000000000003],[-53.957,-28.482000000000003],[-53.95700000000001,-28.490999999999996]]]}"
2_205,-28.47750001016858,-53.95249999998877,8066.7208210904355,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.482000000000003],[-53.948,-28.482000000000003],[-53.948,-28.472999999999995],[-53.957,-28.472999999999995],[-53.957,-28.482000000000003]]]}"
2_206,-28.468500010135436,-53.95249999998906,7812.782606921318,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.472999999999995],[-53.948,-28.472999999999995],[-53.94799999999999,-28.464000000000002],[-53.957,-28.464000000000002],[-53.957,-28.472999999999995]]]}"
2_207,-28.45950001019709,-53.95249999999739,7836.047257590596,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.464000000000002],[-53.94799999999999,-28.464000000000002],[-53.948,-28.455],[-53.957,-28.455],[-53.957,-28.464000000000002]]]}"
2_208,-28.450500010162767,-53.952500000001876,7492.404831864186,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.455],[-53.948,-28.455],[-53.948,-28.445999999999998],[-53.957,-28.445999999999998],[-53.957,-28.455]]]}"
2_209,-28.4415000102493,-53.95250000001262,7684.280688867123,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.446000000000005],[-53.948,-28.445999999999998],[-53.94799999999999,-28.437],[-53.957,-28.437],[-53.957,-28.446000000000005]]]}"
2_210,-28.432500010170905,-53.952500000022816,7488.645445641529,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.437],[-53.94799999999999,-28.437],[-53.94799999999999,-28.428],[-53.957,-28.428],[-53.957,-28.437]]]}"
2_211,-28.4235000102139,-53.95250000002563,7791.701232451845,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.428],[-53.94799999999999,-28.428],[-53.948,-28.418999999999997],[-53.957,-28.419000000000004],[-53.957,-28.428]]]}"
2_212,-28.41450001021254,-53.95250000003119,7155.78909565785,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.419000000000004],[-53.948,-28.418999999999997],[-53.948,-28.41],[-53.957,-28.410000000000004],[-53.957,-28.419000000000004]]]}"
2_213,-28.405500010245103,-53.95250000002761,7562.761018609205,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.410000000000004],[-53.948,-28.41],[-53.948,-28.401000000000003],[-53.957,-28.401000000000003],[-53.957,-28.410000000000004]]]}"
2_214,-28.396500010225626,-53.952499999997926,7550.435643160301,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.401000000000003],[-53.948,-28.401000000000003],[-53.94799999999999,-28.392],[-53.957,-28.392],[-53.957,-28.401000000000003]]]}"
2_215,-28.38750001024104,-53.952499999994565,7517.465026118183,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.392],[-53.94799999999999,-28.392],[-53.948,-28.383],[-53.95700000000001,-28.383],[-53.957,-28.392]]]}"
2_216,-28.378500010287137,-53.95249999999208,7962.247714658831,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.95700000000001,-28.383],[-53.948,-28.383],[-53.948,-28.374],[-53.957,-28.374],[-53.95700000000001,-28.383]]]}"
2_217,-28.369500010243687,-53.95249999999211,7508.263968027855,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.374],[-53.948,-28.374],[-53.948,-28.36499999999999],[-53.957,-28.36499999999999],[-53.957,-28.374]]]}"
2_218,-28.36050001025757,-53.952500000009884,7694.0600277302,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.36499999999999],[-53.948,-28.36499999999999],[-53.948,-28.355999999999995],[-53.957,-28.356],[-53.957,-28.36499999999999]]]}"
2_219,-28.351500010299144,-53.95250000001488,7877.412568306012,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.356],[-53.948,-28.356],[-53.948,-28.347],[-53.957,-28.347],[-53.957,-28.356]]]}"
2_220,-28.3425000102871,-53.95250000000874,7728.074178288884,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.347],[-53.948,-28.347],[-53.948,-28.338],[-53.95700000000001,-28.338],[-53.957,-28.347]]]}"
2_221,-28.333500010272697,-53.95249999999314,7541.333578011581,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.95700000000001,-28.338],[-53.948,-28.338],[-53.94799999999999,-28.329000000000004],[-53.957,-28.329000000000004],[-53.95700000000001,-28.338]]]}"
2_222,-28.324500010302774,-53.95249999999339,7297.000652475328,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.329000000000004],[-53.94799999999999,-28.329000000000004],[-53.948,-28.32],[-53.95700000000001,-28.32],[-53.957,-28.329000000000004]]]}"
2_223,-28.31550001031876,-53.95250000001115,7336.607576869748,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.95700000000001,-28.32],[-53.948,-28.32],[-53.94799999999999,-28.311000000000003],[-53.957,-28.311000000000003],[-53.95700000000001,-28.32]]]}"
2_224,-28.306500010386447,-53.9524999999973,7860.459750428185,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.311000000000003],[-53.94799999999999,-28.311000000000003],[-53.948,-28.302],[-53.957,-28.301999999999992],[-53.957,-28.311000000000003]]]}"
2_225,-28.297500010293582,-53.95249999998566,7784.208425087678,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.301999999999992],[-53.948,-28.302],[-53.948,-28.293],[-53.957,-28.293],[-53.957,-28.301999999999992]]]}"
2_226,-28.288500010346592,-53.9524999999914,7709.445273631841,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.293],[-53.948,-28.293],[-53.948,-28.284],[-53.957,-28.284],[-53.957,-28.293]]]}"
2_227,-28.279500010335095,-53.95249999998912,7876.1746594894375,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.284],[-53.948,-28.284],[-53.948,-28.275],[-53.957,-28.275],[-53.957,-28.284]]]}"
2_228,-28.270500010326874,-53.95249999999903,7840.247369708833,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.275],[-53.948,-28.275],[-53.94799999999999,-28.266],[-53.957,-28.266],[-53.957,-28.275]]]}"
2_229,-28.261500010426136,-53.95250000000422,8062.606231139383,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.266],[-53.94799999999999,-28.266],[-53.948,-28.257],[-53.957,-28.257],[-53.957,-28.266]]]}"
2_230,-28.252500010384907,-53.952500000019846,8021.822526710708,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.95700000000001,-28.257000000000005],[-53.948,-28.257000000000005],[-53.948,-28.248],[-53.957,-28.248],[-53.95700000000001,-28.257000000000005]]]}"
2_231,-28.24350001038294,-53.952500000006985,8001.654351194846,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.957,-28.248],[-53.948,-28.248],[-53.948,-28.239],[-53.957,-28.239],[-53.957,-28.248]]]}"
2_232,-28.495500010166083,-53.943499999983,7452.793952007836,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.5],[-53.939,-28.5],[-53.93900000000001,-28.490999999999996],[-53.94799999999999,-28.490999999999996],[-53.948,-28.5]]]}"
2_233,-28.486500010118153,-53.9435000000034,7797.000693764281,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.94799999999999,-28.490999999999996],[-53.93900000000001,-28.490999999999996],[-53.939,-28.482000000000003],[-53.948,-28.482000000000003],[-53.94799999999999,-28.490999999999996]]]}"
2_234,-28.477500010147224,-53.94349999999955,7804.6871939275225,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.482000000000003],[-53.939,-28.482000000000003],[-53.939,-28.472999999999995],[-53.948,-28.472999999999995],[-53.948,-28.482000000000003]]]}"
2_235,-28.468500010144435,-53.94349999998325,7920.119041789095,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.472999999999995],[-53.939,-28.472999999999995],[-53.939,-28.464000000000002],[-53.94799999999999,-28.464000000000002],[-53.948,-28.472999999999995]]]}"
2_236,-28.459500010194525,-53.943499999983246,7418.587495919034,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.94799999999999,-28.464000000000002],[-53.939,-28.464000000000002],[-53.93900000000001,-28.455],[-53.948,-28.455],[-53.94799999999999,-28.464000000000002]]]}"
2_237,-28.450500010168223,-53.94349999998252,7335.4095249755155,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.455],[-53.93900000000001,-28.455],[-53.939,-28.445999999999998],[-53.948,-28.445999999999998],[-53.948,-28.455]]]}"
2_238,-28.441500010260146,-53.94349999999287,7946.155035912507,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.445999999999998],[-53.939,-28.446000000000005],[-53.939,-28.437],[-53.94799999999999,-28.437],[-53.948,-28.445999999999998]]]}"
2_239,-28.432500010171363,-53.943499999997286,7874.074151158995,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.94799999999999,-28.437],[-53.939,-28.437],[-53.93900000000001,-28.428],[-53.94799999999999,-28.428],[-53.94799999999999,-28.437]]]}"
2_240,-28.423500010197408,-53.94349999997374,7700.244694743715,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.94799999999999,-28.428],[-53.93900000000001,-28.428],[-53.939,-28.419000000000004],[-53.948,-28.418999999999997],[-53.94799999999999,-28.428]]]}"
2_241,-28.414500010237955,-53.94349999997971,7377.550808031343,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.418999999999997],[-53.939,-28.419000000000004],[-53.939,-28.41],[-53.948,-28.41],[-53.948,-28.418999999999997]]]}"
2_242,-28.405500010235134,-53.94350000000327,7358.142629774729,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.41],[-53.939,-28.41],[-53.939,-28.401000000000003],[-53.948,-28.401000000000003],[-53.948,-28.41]]]}"
2_243,-28.396500010206438,-53.94349999999528,7105.2429399281755,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.401000000000003],[-53.939,-28.401000000000003],[-53.939,-28.392],[-53.94799999999999,-28.392],[-53.948,-28.401000000000003]]]}"
2_244,-28.387500010253188,-53.943499999989534,6756.335333006857,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.94799999999999,-28.392],[-53.939,-28.392],[-53.939,-28.383],[-53.948,-28.383],[-53.94799999999999,-28.392]]]}"
2_245,-28.378500010286047,-53.94350000000629,7143.307419196866,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.383],[-53.939,-28.383],[-53.939,-28.374],[-53.948,-28.374],[-53.948,-28.383]]]}"
2_246,-28.36950001025157,-53.943500000015,7143.8860003165555,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.374],[-53.939,-28.374],[-53.939,-28.365],[-53.948,-28.36499999999999],[-53.948,-28.374]]]}"
2_247,-28.360500010265245,-53.943500000017316,7606.486335454397,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.36499999999999],[-53.939,-28.365],[-53.939,-28.355999999999995],[-53.948,-28.355999999999995],[-53.948,-28.36499999999999]]]}"
2_248,-28.351500010297375,-53.94350000001994,7614.562571381957,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.356],[-53.939,-28.356],[-53.939,-28.347],[-53.948,-28.347],[-53.948,-28.356]]]}"
2_249,-28.342500010273238,-53.94350000000586,7268.505384238864,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.347],[-53.939,-28.347],[-53.939,-28.338],[-53.948,-28.338],[-53.948,-28.347]]]}"
2_250,-28.333500010266352,-53.943499999995375,7486.452316854298,2016.0,"{""type"":""Polygon"",""coordinates"":[[[-53.948,-28.338],[-53.939,-28.338],[-53.939,-28.329000000000004],[-53.94799999999999,-28.329000000000004],[-53.948,-28.338]]]}"
